,passage,question,question_type,input_lang,target
4138,أمسكت مريم بالحليب هناك. التقط يوسف التفاحة هناك. ذهبت مريم إلى الحمام. انتقل عمر إلى الحديقة. يوسف حط التفاحة . تركت مريم الحليب.,أين هو الحليب؟?,qa2,ar,حمام
4139,أمسكت مريم بالحليب هناك. التقط يوسف التفاحة هناك. ذهبت مريم إلى الحمام. انتقل عمر إلى الحديقة. يوسف حط التفاحة . تركت مريم الحليب. يوسف دخل الحمام . عاد عمر إلى المطبخ. التقطت مريم الحليب من هناك. انتقلت ليلى إلى غرفة النوم. تركت مريم الحليب. عادت مريم إلى غرفة النوم.,أين هو الحليب؟?,qa2,ar,حمام
4140,أمسك عمر بالكرة هناك. التقطت ليلى التفاحة هناك. عمر أسقط الكرة. تخلصت ليلى من التفاحة. يوسف حصل على كرة القدم هناك. حصلت ليلى على التفاحة هناك. يوسف دخل الحمام . سافرت مريم إلى الحديقة. أسقطت ليلى التفاحة. عاد عمر إلى غرفة النوم. حصلت ليلى على التفاحة هناك. سافر عمر إلى الحديقة. انتقل عمر إلى غرفة النوم. يوسف أسقط الكرة. تركت ليلى التفاحة. يوسف أمسك بالكرة هناك. حصل عمر على التفاحة هناك. يوسف ترك الكرة.,أين كرة القدم؟?,qa2,ar,حمام
4141,عاد يوسف إلى المكتب. سافر عمر إلى الحديقة. أخذت مريم التفاحة هناك. عاد يوسف إلى الردهة. أمسكت مريم بالحليب هناك. انتقل عمر إلى غرفة النوم. أسقطت مريم التفاحة هناك. أمسكت ليلى بالكرة هناك. سافرت مريم إلى الحديقة. عادت مريم إلى الردهة. عادت ليلى إلى المطبخ. عادت ليلى إلى الردهة. وضعت ليلى الكرة جانباً. ذهبت ليلى إلى الحديقة.,أين كرة القدم؟?,qa2,ar,المدخل
4142,سافرت مريم إلى المكتب. التقطت ليلى الحليب هناك. عاد يوسف إلى المطبخ. حصلت ليلى على التفاحة هناك. حصلت مريم على كرة القدم هناك. عادت مريم إلى الحديقة. ذهب عمر إلى الحمام . يوسف دخل الحمام . عادت ليلى إلى الحديقة. تخلصت ليلى من التفاحة. عاد عمر إلى غرفة النوم. عادت ليلى إلى الحمام.,أين التفاحة؟?,qa2,ar,حديقة
4143,عادت مريم إلى المطبخ. سافر عمر إلى المكتب. انتقلت مريم إلى الردهة. يوسف ذهب للمطبخ عاد عمر إلى الحمام. سافر يوسف إلى الحمام. انتقل عمر إلى المطبخ. انتقلت ليلى إلى المطبخ. يوسف أمسك بالكرة هناك. ذهبت ليلى إلى الحمام. يوسف تخلص من الكرة. يوسف أمسك بالكرة هناك. عاد يوسف إلى غرفة النوم. ذهبت ليلى إلى المكتب. انتقلت مريم إلى الحديقة. ذهب عمر إلى الحمام . انتقل يوسف إلى المكتب. التقطت مريم الحليب من هناك. حصلت ليلى على التفاحة هناك. سافرت ليلى إلى غرفة النوم. انتقل عمر إلى المكتب. تركت ليلى التفاحة.,أين التفاحة؟?,qa2,ar,غرفة نوم
4144,يوسف أمسك الحليب هناك. يوسف ترك الحليب . أخذت ليلى الحليب هناك. انتقلت ليلى إلى المطبخ. وضعت ليلى الحليب. سافر يوسف إلى المكتب.,أين هو الحليب؟?,qa2,ar,مطبخ
4145,أمسكت ليلى بالكرة هناك. تخلصت ليلى من الكرة. سافر عمر إلى المكتب. أمسكت ليلى بالكرة هناك. سافرت مريم إلى المطبخ. ذهبت ليلى إلى الحمام. أسقطت ليلى الكرة. أخذت ليلى كرة القدم هناك. ذهب عمر إلى المطبخ. تخلصت ليلى من الكرة. التقطت ليلى كرة القدم هناك. ذهب عمر إلى الردهة. سافر يوسف إلى المطبخ. ليلى تركت الكرة. ذهبت مريم إلى المكتب. التقطت ليلى كرة القدم هناك. عادت مريم إلى غرفة النوم. سافر يوسف إلى الحمام. أمسكت مريم بالحليب هناك. عاد يوسف إلى الردهة. ذهب عمر إلى المطبخ. سافر يوسف إلى المكتب. تخلصت مريم من الحليب. ذهبت ليلى إلى غرفة النوم.,أين هو الحليب؟?,qa2,ar,غرفة نوم
4146,سافرت ليلى إلى الحمام. ذهبت مريم إلى غرفة النوم. سافر يوسف إلى الحمام. يوسف حصل على كرة القدم هناك. حصلت ليلى على الحليب هناك. تركت ليلى الحليب. يوسف تخلص من الكرة. ذهبت ليلى إلى الحديقة. سافر يوسف إلى الحديقة. سافرت ليلى إلى المكتب. ذهب يوسف إلى غرفة النوم. سافرت مريم إلى المكتب. انتقل يوسف إلى المكتب. سافرت مريم إلى الحمام. انتقل يوسف إلى غرفة النوم. سافرت مريم إلى الردهة. حصلت مريم على التفاحة هناك. عادت ليلى إلى الحديقة. ذهبت ليلى إلى المطبخ. أسقطت مريم التفاحة.,أين التفاحة؟?,qa2,ar,المدخل
4147,سافر يوسف إلى الحديقة. ذهبت ليلى إلى المكتب. انتقلت ليلى إلى الردهة. ذهبت مريم إلى المكتب. التقطت ليلى الحليب هناك. أسقطت ليلى الحليب هناك. ذهبت مريم إلى غرفة النوم. حصلت ليلى على الحليب هناك. انتقل يوسف إلى المكتب. سافرت ليلى إلى الحديقة. ذهبت مريم إلى المطبخ. أخذت مريم كرة القدم هناك. تخلصت ليلى من الحليب. انتقل عمر إلى الردهة.,أين هو الحليب؟?,qa2,ar,حديقة
4148,سافر يوسف إلى الحديقة. ذهبت ليلى إلى المكتب. انتقلت ليلى إلى الردهة. ذهبت مريم إلى المكتب. التقطت ليلى الحليب هناك. أسقطت ليلى الحليب هناك. ذهبت مريم إلى غرفة النوم. حصلت ليلى على الحليب هناك. انتقل يوسف إلى المكتب. سافرت ليلى إلى الحديقة. ذهبت مريم إلى المطبخ. أخذت مريم كرة القدم هناك. تخلصت ليلى من الحليب. انتقل عمر إلى الردهة. تخلصت مريم من الكرة. سافرت مريم إلى الحديقة.,أين كرة القدم؟?,qa2,ar,مطبخ
4149,أمسك عمر بالكرة هناك. تخلص عمر من الكرة. يوسف حصل على كرة القدم هناك. عادت مريم إلى الردهة. انتقل عمر إلى الحمام. يوسف أسقط الكرة هناك. أخذت ليلى التفاحة هناك. ذهب عمر إلى المكتب. أخذت مريم كرة القدم هناك. أسقطت مريم كرة القدم هناك. ذهبت مريم إلى غرفة النوم. يوسف أمسك بالكرة هناك. انتقل يوسف إلى الحمام. انتقلت مريم إلى المطبخ. انتقل عمر إلى الحمام. انتقلت مريم إلى المكتب.,أين كرة القدم؟?,qa2,ar,حمام
4150,سافرت مريم إلى المكتب. ذهب عمر إلى الحمام . عاد يوسف إلى غرفة النوم. ذهب يوسف إلى الردهة. ذهبت مريم إلى الحمام. التقطت ليلى التفاحة هناك. انتقل يوسف إلى الحمام. يوسف حصل على الحليب هناك. انتقل عمر إلى غرفة النوم. انتقل يوسف إلى الحديقة.,أين هو الحليب؟?,qa2,ar,حديقة
4151,سافرت مريم إلى المكتب. ذهب عمر إلى الحمام . عاد يوسف إلى غرفة النوم. ذهب يوسف إلى الردهة. ذهبت مريم إلى الحمام. التقطت ليلى التفاحة هناك. انتقل يوسف إلى الحمام. يوسف حصل على الحليب هناك. انتقل عمر إلى غرفة النوم. انتقل يوسف إلى الحديقة. وضعت ليلى التفاحة جانباً. يوسف حصل على كرة القدم هناك. سافرت ليلى إلى المكتب. التقط عمر التفاحة هناك. ذهبت مريم إلى المطبخ. ترك عمر التفاحة هناك. حصل عمر على التفاحة هناك. عاد يوسف إلى الحمام. وضع عمر التفاحة. انتقل يوسف إلى الحديقة.,أين التفاحة؟?,qa2,ar,غرفة نوم
4152,انتقلت مريم إلى الحديقة. أخذت مريم الحليب هناك. ذهبت ليلى إلى غرفة النوم. ذهبت ليلى إلى المطبخ. ذهب يوسف إلى الحمام. عاد عمر إلى المطبخ. أخذت ليلى التفاحة هناك. أسقطت ليلى التفاحة هناك. أخذت ليلى التفاحة هناك. أخذت ليلى كرة القدم هناك. عادت مريم إلى الردهة. وضعت ليلى الكرة جانباً. تخلصت مريم من الحليب. التقطت مريم الحليب من هناك. وضعت مريم الحليب. حصلت ليلى على كرة القدم هناك.,أين هو الحليب؟?,qa2,ar,المدخل
4153,ذهب عمر إلى الردهة. انتقل يوسف إلى الحمام. التقطت ليلى التفاحة هناك. يوسف أمسك الحليب هناك. يوسف أنزل الحليب هناك. انتقلت ليلى إلى الحمام. التقطت ليلى الحليب هناك. سافر يوسف إلى المكتب. سافرت ليلى إلى الردهة. تخلصت ليلى من الحليب.,أين هو الحليب؟?,qa2,ar,المدخل
4154,انتقل عمر إلى غرفة النوم. أخذ عمر الحليب هناك. ترك عمر الحليب. ذهب يوسف إلى غرفة النوم. أمسك يوسف بالتفاحة هناك. عادت ليلى إلى الحديقة. سافرت مريم إلى الحديقة. يوسف حصل على الحليب هناك. سافر يوسف إلى الردهة. ذهب عمر إلى المطبخ. سافر يوسف إلى المكتب. ذهبت مريم إلى غرفة النوم.,أين هو الحليب؟?,qa2,ar,مكتب
4155,انتقلت مريم إلى الردهة. ذهبت مريم إلى المطبخ. التقطت مريم الحليب من هناك. عاد يوسف إلى الحمام. التقطت مريم كرة القدم هناك. يوسف حصل على التفاحة هناك. ذهبت مريم إلى المكتب. ذهب عمر إلى المطبخ. يوسف أسقط التفاحة هناك. وضعت مريم الكرة هناك. أمسكت مريم بالكرة هناك. يوسف أخذ التفاحة هناك. عاد يوسف إلى الردهة. سافرت مريم إلى المطبخ. انتقل يوسف إلى المطبخ. تركت مريم الحليب.,أين التفاحة؟?,qa2,ar,مطبخ
4156,ذهبت ليلى إلى المطبخ. عادت ليلى إلى غرفة النوم. عاد عمر إلى الحديقة. ذهب عمر إلى الحمام. انتقل يوسف إلى الحمام. ذهبت مريم إلى غرفة النوم. سافرت مريم إلى المكتب. سافرت مريم إلى الردهة. ذهب يوسف إلى غرفة النوم. انتقل عمر إلى الحديقة. أمسك عمر بالتفاحة هناك. سافر يوسف إلى المطبخ. ذهب عمر إلى غرفة النوم. يوسف التقط الحليب هناك. انتقلت مريم إلى الحمام. يوسف أمسك بالكرة هناك. سافرت ليلى إلى الردهة. ذهبت ليلى إلى المطبخ. ذهب عمر إلى الردهة. ذهب عمر إلى المطبخ. ذهب يوسف إلى الحمام. يوسف ترك الكرة. يوسف أسقط الحليب. أمسكت مريم بالكرة هناك.,أين هو الحليب؟?,qa2,ar,حمام
4157,ذهبت ليلى إلى المطبخ. عادت ليلى إلى غرفة النوم. عاد عمر إلى الحديقة. ذهب عمر إلى الحمام. انتقل يوسف إلى الحمام. ذهبت مريم إلى غرفة النوم. سافرت مريم إلى المكتب. سافرت مريم إلى الردهة. ذهب يوسف إلى غرفة النوم. انتقل عمر إلى الحديقة. أمسك عمر بالتفاحة هناك. سافر يوسف إلى المطبخ. ذهب عمر إلى غرفة النوم. يوسف التقط الحليب هناك. انتقلت مريم إلى الحمام. يوسف أمسك بالكرة هناك. سافرت ليلى إلى الردهة. ذهبت ليلى إلى المطبخ. ذهب عمر إلى الردهة. ذهب عمر إلى المطبخ. ذهب يوسف إلى الحمام. يوسف ترك الكرة. يوسف أسقط الحليب. أمسكت مريم بالكرة هناك. انتقلت ليلى إلى الحمام. يوسف أمسك الحليب هناك. تخلص يوسف من الحليب. عاد يوسف إلى المكتب.,أين هو الحليب؟?,qa2,ar,حمام
4158,يوسف ذهب للمطبخ ذهبت مريم إلى المطبخ. ذهب يوسف إلى غرفة النوم. سافرت مريم إلى الردهة. انتقلت مريم إلى المكتب. انتقلت مريم إلى الردهة. التقط يوسف كرة القدم هناك. ذهب يوسف إلى المكتب . ذهبت ليلى إلى غرفة النوم. يوسف حصل على الحليب هناك. عادت ليلى إلى الردهة. سافرت ليلى إلى الحديقة. انتقلت مريم إلى غرفة النوم. سافرت مريم إلى الحمام. ذهبت ليلى إلى المطبخ. يوسف نزل الكورة .,أين كرة القدم؟?,qa2,ar,مكتب
4159,التقط عمر التفاحة هناك. سافرت ليلى إلى الردهة. وضع عمر التفاحة هناك. عادت مريم إلى الحمام. انتقل يوسف إلى الحمام. سافر يوسف إلى الحديقة. ذهب عمر إلى الردهة. عادت مريم إلى غرفة النوم. انتقل عمر إلى المطبخ. ذهب عمر إلى غرفة النوم. انتقلت مريم إلى الردهة. عاد عمر إلى المطبخ. انتقل عمر إلى الحديقة. عاد يوسف إلى الردهة. انتقلت مريم إلى المكتب. حصلت مريم على التفاحة هناك. ذهبت ليلى إلى الحمام. تركت مريم التفاحة. انتقلت مريم إلى الحمام. عادت مريم إلى المكتب. سافرت ليلى إلى الحديقة. ذهب عمر إلى غرفة النوم. حصل عمر على كرة القدم هناك. ذهب عمر إلى الردهة. عاد يوسف إلى المطبخ. انتقل عمر إلى الحديقة.,أين كرة القدم؟?,qa2,ar,حديقة
4160,ذهب عمر إلى المكتب . سافر يوسف إلى المطبخ. ذهبت مريم إلى غرفة النوم. التقط يوسف التفاحة هناك. يوسف حط التفاحة . سافرت ليلى إلى المكتب. ذهبت ليلى إلى الحمام. أمسك عمر الحليب هناك.,أين التفاحة؟?,qa2,ar,مطبخ
4161,أخذت ليلى التفاحة هناك. عاد عمر إلى غرفة النوم. ذهب عمر إلى الحمام. يوسف دخل الحمام . ذهبت مريم إلى غرفة النوم. انتقل عمر إلى غرفة النوم. انتقلت ليلى إلى غرفة النوم. حصل عمر على الحليب هناك. أسقط عمر الحليب. التقطت ليلى الحليب هناك. وضعت ليلى التفاحة هناك. التقطت مريم التفاحة هناك. سافرت مريم إلى الحمام. تخلصت ليلى من الحليب. أخذ عمر الحليب هناك. انتقل يوسف إلى المطبخ.,أين التفاحة؟?,qa2,ar,حمام
4162,أخذت ليلى التفاحة هناك. عاد عمر إلى غرفة النوم. ذهب عمر إلى الحمام. يوسف دخل الحمام . ذهبت مريم إلى غرفة النوم. انتقل عمر إلى غرفة النوم. انتقلت ليلى إلى غرفة النوم. حصل عمر على الحليب هناك. أسقط عمر الحليب. التقطت ليلى الحليب هناك. وضعت ليلى التفاحة هناك. التقطت مريم التفاحة هناك. سافرت مريم إلى الحمام. تخلصت ليلى من الحليب. أخذ عمر الحليب هناك. انتقل يوسف إلى المطبخ. أسقطت مريم التفاحة. سافرت مريم إلى المكتب. أمسكت مريم بالكرة هناك. عاد عمر إلى المطبخ. عادت مريم إلى الحديقة. ذهب يوسف إلى الحمام.,أين كرة القدم؟?,qa2,ar,حديقة
4163,يوسف حصل على الحليب هناك. سافرت ليلى إلى الردهة. عاد عمر إلى غرفة النوم. يوسف ترك الحليب . حصل عمر على التفاحة هناك. التقطت ليلى الحليب هناك. ذهبت ليلى إلى الحمام. يوسف دخل الحمام . ذهبت ليلى إلى غرفة النوم. سافر يوسف إلى المكتب. سافرت مريم إلى المطبخ. انتقلت ليلى إلى الحمام. عادت مريم إلى الردهة. أسقطت ليلى الحليب.,أين هو الحليب؟?,qa2,ar,حمام
4164,يوسف حصل على الحليب هناك. سافرت ليلى إلى الردهة. عاد عمر إلى غرفة النوم. يوسف ترك الحليب . حصل عمر على التفاحة هناك. التقطت ليلى الحليب هناك. ذهبت ليلى إلى الحمام. يوسف دخل الحمام . ذهبت ليلى إلى غرفة النوم. سافر يوسف إلى المكتب. سافرت مريم إلى المطبخ. انتقلت ليلى إلى الحمام. عادت مريم إلى الردهة. أسقطت ليلى الحليب. سافرت ليلى إلى الحديقة. ذهب يوسف إلى الحديقة . ذهبت مريم إلى غرفة النوم. انتقل يوسف إلى المطبخ.,أين هو الحليب؟?,qa2,ar,حمام
4165,ذهب يوسف إلى المطبخ. سافر عمر إلى المكتب. انتقلت ليلى إلى المطبخ. حصلت ليلى على الحليب هناك. انتقل يوسف إلى غرفة النوم. عادت مريم إلى المطبخ. وضعت ليلى الحليب. أخذت مريم الحليب هناك. سافر يوسف إلى الحمام. عاد يوسف إلى الردهة. عاد عمر إلى المطبخ. سافر يوسف إلى المطبخ. عادت مريم إلى الردهة. تركت مريم الحليب هناك.,أين هو الحليب؟?,qa2,ar,المدخل
4166,ذهب يوسف إلى الردهة. سافرت مريم إلى الحمام. يوسف أخذ الكرة هناك. سافرت مريم إلى غرفة النوم. حصل عمر على التفاحة هناك. عادت ليلى إلى الردهة. ذهبت مريم إلى المطبخ. انتقلت مريم إلى الردهة. انتقل يوسف إلى غرفة النوم. يوسف ترك الكرة. ذهب عمر إلى الحمام. ذهب يوسف إلى المكتب . عاد يوسف إلى الحديقة. ذهب يوسف إلى الردهة.,أين كرة القدم؟?,qa2,ar,غرفة نوم
4167,ذهبت مريم إلى المطبخ. ذهبت مريم إلى غرفة النوم. سافرت ليلى إلى المكتب. عاد يوسف إلى الردهة. أمسك عمر بالكرة هناك. عمر ترك الكرة . حصل عمر على كرة القدم هناك. سافرت ليلى إلى الردهة. يوسف حصل على التفاحة هناك. عمر أسقط الكرة. التقطت مريم كرة القدم هناك. انتقل عمر إلى الحديقة. عادت مريم إلى الحديقة. أخذ يوسف الحليب هناك. عاد عمر إلى المطبخ. ذهب يوسف إلى المكتب . ذهبت ليلى إلى غرفة النوم. عادت ليلى إلى الحمام. سافرت ليلى إلى الردهة. مريم تركت الكورة. سافر يوسف إلى غرفة النوم. سافرت ليلى إلى المطبخ.,أين كرة القدم؟?,qa2,ar,حديقة
4168,ذهب يوسف إلى الحديقة . سافر يوسف إلى غرفة النوم. أخذ يوسف الحليب هناك. انتقل عمر إلى الحديقة. ذهبت ليلى إلى الردهة. يوسف أمسك بالكرة هناك. يوسف ترك الكرة. تخلص يوسف من الحليب. حصلت ليلى على التفاحة هناك. انتقلت مريم إلى الردهة.,أين كرة القدم؟?,qa2,ar,غرفة نوم
4169,سافرت مريم إلى غرفة النوم. ذهب عمر إلى المكتب. حصلت ليلى على التفاحة هناك. سافرت ليلى إلى الحمام. أسقطت ليلى التفاحة. أمسكت مريم بالكرة هناك.,أين التفاحة؟?,qa2,ar,حمام
4170,انتقلت ليلى إلى الحديقة. التقطت ليلى التفاحة هناك. سافر يوسف إلى المكتب. ذهب عمر إلى الردهة. أخذت مريم كرة القدم هناك. تخلصت مريم من الكرة. أمسكت مريم بالكرة هناك. يوسف حصل على الحليب هناك. مريم تركت الكرة هناك. انتقل عمر إلى غرفة النوم. سافر يوسف إلى الحديقة. ذهب عمر إلى الردهة. التقطت مريم كرة القدم هناك. تركت ليلى التفاحة. مريم تركت الكرة هناك. أخذت مريم كرة القدم هناك. ذهب عمر إلى المطبخ . يوسف حصل على التفاحة هناك. تخلصت مريم من الكرة. انتقلت ليلى إلى الحمام. حصلت مريم على كرة القدم هناك. سافرت ليلى إلى غرفة النوم. مريم تركت الكورة. عاد يوسف إلى المكتب. سافرت ليلى إلى الردهة. سافر يوسف إلى الحديقة. رمى يوسف التفاحة. التقطت مريم كرة القدم هناك. يوسف حصل على التفاحة هناك. يوسف أنزل الحليب هناك.,أين هو الحليب؟?,qa2,ar,حديقة
4171,يوسف أخذ التفاحة هناك. يوسف أسقط التفاحة. عاد عمر إلى الحمام. أمسك يوسف بالتفاحة هناك. سافرت مريم إلى المطبخ. عادت ليلى إلى الحديقة. يوسف أسقط التفاحة. يوسف أخذ التفاحة هناك. يوسف أسقط التفاحة. سافر عمر إلى المكتب. سافرت ليلى إلى الردهة. يوسف حصل على التفاحة هناك. ذهبت ليلى إلى الحمام. أخذ عمر الحليب هناك. رمى يوسف التفاحة. انتقل يوسف إلى المطبخ. ترك عمر الحليب هناك. عاد عمر إلى الحمام. سافرت ليلى إلى الحديقة. حصلت مريم على كرة القدم هناك. تخلصت مريم من الكرة. ذهب يوسف إلى الحمام. سافر عمر إلى المكتب. ذهب عمر إلى الحمام. انتقل يوسف إلى الحديقة. عادت مريم إلى المكتب. سافر عمر إلى المكتب. التقط عمر الحليب هناك. فترك عمر الحليب. سافر يوسف إلى غرفة النوم.,أين هو الحليب؟?,qa2,ar,مكتب
4172,سافرت ليلى إلى المطبخ. انتقل عمر إلى الردهة. سافرت مريم إلى المطبخ. ذهبت مريم إلى غرفة النوم. انتقل عمر إلى غرفة النوم. ذهبت ليلى إلى غرفة النوم. انتقل عمر إلى المطبخ. ذهب عمر إلى المكتب . سافر يوسف إلى المكتب. انتقل يوسف إلى الحديقة. أمسك عمر الحليب هناك. انتقل يوسف إلى المطبخ. انتقل يوسف إلى الحديقة. أخذ عمر كرة القدم هناك. عادت مريم إلى المطبخ. عادت مريم إلى المكتب. عمر ترك الكرة . حصلت مريم على التفاحة هناك. سافر يوسف إلى غرفة النوم. انتقل يوسف إلى الردهة.,أين كرة القدم؟?,qa2,ar,مكتب
4173,حصل عمر على كرة القدم هناك. سافرت مريم إلى الحديقة. انتقلت مريم إلى غرفة النوم. انتقل عمر إلى المكتب. ذهب عمر إلى الردهة. عمر ترك الكرة .,أين كرة القدم؟?,qa2,ar,المدخل
4174,حصل عمر على كرة القدم هناك. سافرت مريم إلى الحديقة. انتقلت مريم إلى غرفة النوم. انتقل عمر إلى المكتب. ذهب عمر إلى الردهة. عمر ترك الكرة . ذهبت مريم إلى الحمام. التقط عمر كرة القدم هناك. عادت ليلى إلى الردهة. التقط عمر الحليب هناك. ذهبت مريم إلى المطبخ. انتقل عمر إلى الحديقة. سافرت مريم إلى الردهة. عمر ترك الكرة .,أين كرة القدم؟?,qa2,ar,حديقة
4175,سافرت ليلى إلى الحديقة. أخذت مريم كرة القدم هناك. التقطت ليلى التفاحة هناك. ذهب عمر إلى المكتب . وضعت مريم الكرة أرضًا. سافرت ليلى إلى المطبخ. حصل عمر على الحليب هناك. انتقلت مريم إلى الحديقة. سافرت ليلى إلى الحديقة. فترك عمر الحليب. ذهب عمر إلى الحمام. عادت ليلى إلى المطبخ.,أين هو الحليب؟?,qa2,ar,مكتب
4176,انتقل يوسف إلى المكتب. سافرت ليلى إلى الردهة. عاد يوسف إلى الحمام. عاد عمر إلى الردهة. انتقل عمر إلى المطبخ. ذهبت مريم إلى الحمام. سافر يوسف إلى المكتب. ذهبت ليلى إلى الحديقة. أمسكت ليلى بالحليب هناك. ذهب يوسف إلى الردهة. أخذت مريم التفاحة هناك. تركت مريم التفاحة. وضعت ليلى الحليب. سافر عمر إلى الحديقة. حصل عمر على الحليب هناك. عادت مريم إلى الردهة. عادت مريم إلى غرفة النوم. انتقلت ليلى إلى غرفة النوم. سافر يوسف إلى الحمام. أمسك يوسف بالتفاحة هناك. انتقل عمر إلى غرفة النوم. التقطت مريم كرة القدم هناك. ذهبت مريم إلى الحديقة. سافر يوسف إلى المطبخ. سافرت ليلى إلى المكتب. انتقلت مريم إلى المطبخ.,أين كرة القدم؟?,qa2,ar,مطبخ
4177,أمسك عمر الحليب هناك. فترك عمر الحليب. عاد يوسف إلى غرفة النوم. انتقل عمر إلى المطبخ. سافرت مريم إلى الردهة. التقط عمر التفاحة هناك. سافرت ليلى إلى المكتب. التقطت ليلى الحليب هناك. تركت ليلى الحليب. عاد يوسف إلى الحديقة.,أين هو الحليب؟?,qa2,ar,مكتب
4178,أمسك عمر الحليب هناك. فترك عمر الحليب. عاد يوسف إلى غرفة النوم. انتقل عمر إلى المطبخ. سافرت مريم إلى الردهة. التقط عمر التفاحة هناك. سافرت ليلى إلى المكتب. التقطت ليلى الحليب هناك. تركت ليلى الحليب. عاد يوسف إلى الحديقة. ترك عمر التفاحة. أخذ عمر التفاحة هناك. ذهبت مريم إلى الحمام. يوسف حصل على كرة القدم هناك. انتقلت مريم إلى المكتب. وضع عمر التفاحة. سافرت ليلى إلى المطبخ. ذهب عمر إلى الحمام. ذهب يوسف إلى المطبخ. سافر يوسف إلى الحمام.,أين التفاحة؟?,qa2,ar,مطبخ
4179,ذهب عمر إلى غرفة النوم. انتقلت ليلى إلى غرفة النوم. ذهب عمر إلى الحديقة. انتقلت مريم إلى الردهة. انتقل يوسف إلى غرفة النوم. سافرت مريم إلى المطبخ. أمسك عمر الحليب هناك. فترك عمر الحليب. انتقل عمر إلى غرفة النوم. سافر عمر إلى الحديقة. عاد عمر إلى غرفة النوم. انتقل يوسف إلى الردهة. يوسف حصل على كرة القدم هناك. عاد يوسف إلى المطبخ.,أين كرة القدم؟?,qa2,ar,مطبخ
4180,سافرت مريم إلى المكتب. أمسك عمر بالكرة هناك. سافرت مريم إلى الحديقة. عمر أسقط الكرة. انتقلت ليلى إلى المكتب. أمسك عمر بالكرة هناك. سافر عمر إلى المكتب. ذهب يوسف إلى الحديقة .,أين كرة القدم؟?,qa2,ar,مكتب
4181,التقطت مريم كرة القدم هناك. أسقطت مريم الكرة. سافرت ليلى إلى الردهة. انتقلت مريم إلى الحمام. ذهب عمر إلى المطبخ. ذهبت ليلى إلى غرفة النوم. عاد عمر إلى المكتب. التقطت ليلى التفاحة هناك. انتقل يوسف إلى الحديقة. انتقلت ليلى إلى المطبخ.,أين التفاحة؟?,qa2,ar,مطبخ
4182,التقطت مريم كرة القدم هناك. أسقطت مريم الكرة. سافرت ليلى إلى الردهة. انتقلت مريم إلى الحمام. ذهب عمر إلى المطبخ. ذهبت ليلى إلى غرفة النوم. عاد عمر إلى المكتب. التقطت ليلى التفاحة هناك. انتقل يوسف إلى الحديقة. انتقلت ليلى إلى المطبخ. انتقلت مريم إلى الردهة. سافرت ليلى إلى المكتب.,أين التفاحة؟?,qa2,ar,مكتب
4183,ذهب عمر إلى الردهة. انتقلت مريم إلى المكتب. التقطت ليلى كرة القدم هناك. أمسكت مريم بالحليب هناك. حصلت مريم على التفاحة هناك. عادت ليلى إلى الردهة. ذهب يوسف إلى المكتب . ليلى تركت الكرة هناك. سافر يوسف إلى المطبخ. انتقلت ليلى إلى المطبخ. التقط عمر كرة القدم هناك. عادت ليلى إلى المكتب. انتقل عمر إلى الحمام. ذهبت ليلى إلى غرفة النوم.,أين كرة القدم؟?,qa2,ar,حمام
4184,سافر عمر إلى الحديقة. انتقلت مريم إلى الردهة. ذهب عمر إلى غرفة النوم. التقط يوسف كرة القدم هناك. يوسف تخلص من الكرة. ذهب عمر إلى الردهة. عادت ليلى إلى الحمام. التقط يوسف كرة القدم هناك. سافر يوسف إلى الحديقة. عادت ليلى إلى غرفة النوم. ذهب يوسف إلى الحمام. ذهب عمر إلى غرفة النوم.,أين كرة القدم؟?,qa2,ar,حمام
4185,سافر عمر إلى الحديقة. انتقلت مريم إلى الردهة. ذهب عمر إلى غرفة النوم. التقط يوسف كرة القدم هناك. يوسف تخلص من الكرة. ذهب عمر إلى الردهة. عادت ليلى إلى الحمام. التقط يوسف كرة القدم هناك. سافر يوسف إلى الحديقة. عادت ليلى إلى غرفة النوم. ذهب يوسف إلى الحمام. ذهب عمر إلى غرفة النوم. انتقلت ليلى إلى الحديقة. انتقل عمر إلى الحديقة. سافر يوسف إلى المكتب. ذهب عمر إلى المطبخ . سافرت مريم إلى المطبخ. سافر يوسف إلى الحمام. ذهبت مريم إلى غرفة النوم. التقط يوسف التفاحة هناك. عادت ليلى إلى المطبخ. انتقل عمر إلى الحمام. سافرت ليلى إلى المكتب. ذهب عمر إلى المطبخ. عادت ليلى إلى الحمام. سافرت ليلى إلى المطبخ. التقط عمر الحليب هناك. انتقل عمر إلى المكتب.,أين هو الحليب؟?,qa2,ar,مكتب
