,passage,question,question_type,input_lang,target
3221,梨花回到花园。美英去了走廊。简行去洗手间。丽花把牛奶带到了那里。美英朝卧室走去。美英走到走廊上。美英回到卧室。明浩搬到了办公室。丽花把牛奶倒掉了。美英去了花园。美英走到走廊上。美英拿到了足球。梨花走到厨房。坚迁至花园。简走向走廊。美英接过苹果。美英把足球扔在那里。美英去了卫生间。明浩走到走廊。健在那里捡起了足球。明浩搬到了厨房。明浩向卧室走去。梨花回到卫生间。健把足球放在那里。简把足球带到了那里。丽华搬到了卧室。美英留下了苹果。美英把苹果拿过去。丽华前往办公室。美英把苹果掉了下来。丽华搬到了卫生间。梨花游至花园。丽华去了办公室。美英抓起那里的苹果。美英放下苹果。健放下了足球。美英前往办公室。明浩去了走廊。明浩又回到了花园。美英走到走廊。梨花回到花园。明浩又回到了卫生间。丽华搬到了卫生间。明浩拿到了苹果。简在那里拿到了足球。美英向花园走去。健搬到了办公室。美英去了走廊。简回到走廊。明浩留下了苹果。梨花抓起那里的苹果。明浩又回到了走廊。健把足球扔掉了。丽华走到走廊上。美英朝卧室走去。丽华在那里拿到了足球。美英搬到了办公室。美英游至花园。丽华放下了足球。简回到厨房。梨花去了卧室。明浩去了卧室。明浩回到厨房。美英拿到了牛奶。美英把牛奶掉了。简又回到了花园。简走到走廊上。明浩回到卧室。明浩搬到了花园里。美英接过牛奶。健接过足球。美英把牛奶倒在那里。美英去了走廊。梨花放下了苹果。明浩去了办公室。明浩去了卫生间。梨花走向卫生间。美英搬到了卧室。美英拿起苹果。梨花朝花园走去。吉安离开了足球。健行至花园。健接过牛奶。健放下牛奶。简去了卧室。明浩前往办公室。美英留下了苹果。明浩去了走廊。梨花走到厨房。健前往办公室。明浩拿起了足球。美英抓起苹果。简又回到了花园。明浩把足球掉了。健搬到了办公室。美英去了卫生间。明浩抓住了那里的足球。梨花走向卫生间。简走到走廊上。美英放下苹果。美英回到走廊。梨花拿起苹果。明浩把足球掉在那里了。梨花掉下了苹果。梨花抓起苹果。简前往办公室。简走向走廊。丽华前往办公室。梨花留下了苹果。明浩搬到了厨房。梨花接过苹果。美英向厨房走去。美英走向卫生间。美英向厨房走去。明浩去了花园。明浩搬到了厨房。健接过足球。美英一路前往办公室。梨花回到厨房。梨花搬到了花园里。梨花留下了苹果。明浩走到走廊。,花园之前的苹果在哪里？?,qa3,zh,厨房
3222,梨花回到卧室。明浩拿到了苹果。美英回到办公室。明浩放下了苹果。美英拿起苹果。丽华前往办公室。简回到办公室。简前往厨房。梨花行至卧室。简游至花园。明浩去了花园。明浩接过牛奶。美英放下苹果。明浩走向卫生间。明浩把牛奶掉了。美英得到了苹果。美英留下了苹果。简走到走廊上。明浩拿起牛奶。简搬到了厨房。梨花回到厨房。美英接过苹果。美英把苹果掉了下来。简走向浴室。明浩把牛奶掉了。美英搬到了厨房。健在那里接了牛奶。健把牛奶倒掉了。简去了厨房。美英走到卧室。明浩抓起牛奶。明浩去了卧室。明浩向花园走去。明浩放下牛奶。明浩移步去卫生间。简又回到了花园。梨花走向卫生间。梨花朝走廊走去。美英去了厨房。简回到卧室。丽华回到办公室。梨花拿起苹果。明浩去了厨房。美英去了卫生间。美英游至花园。美英拿起牛奶。明浩去了花园。梨花朝花园走去。美英把牛奶倒掉了。梨花把苹果放在那里。梨花抓起牛奶。明浩接过苹果。丽花把牛奶掉了。明浩去了卫生间。明浩留下了苹果。明浩去了花园。明浩那里有牛奶。简游至花园。丽华搬到办公室。明浩把牛奶倒掉了。美英走到走廊上。美英搬到了花园里。明浩拿起牛奶。美英去了走廊。梨花朝走廊走去。美英在那里拿到了足球。明浩搬到了办公室。明浩留下了牛奶。明浩拿到了牛奶。明浩留下了牛奶。美英回到厨房。明浩走到走廊上。美英把足球扔掉了。美英一把抓住了足球。明浩去了卧室。明浩前往办公室。健搬到了办公室。简拿到了牛奶。健把牛奶倒掉了。明浩抓起牛奶。美英把足球扔掉了。梨花回到卧室。明浩去了卧室。明浩回到办公室。明浩把牛奶倒在那里。明浩去了卧室。,办公室前的牛奶在哪里？?,qa3,zh,卧室
3223,丽华抓住了那里的足球。明浩去了花园。明浩去了走廊。丽华放下了足球。简抓起苹果。简回到卧室。美英接过足球。明浩又回到了卫生间。简走到走廊上。美英把足球掉了。健留下了苹果。简抓起苹果。丽华接过足球。明浩去了卧室。健把苹果扔掉了。简在那里得到了苹果。简走向厨房。丽华把足球扔掉了。美英去了办公室。丽华捡起了足球。简把牛奶带到了那里。丽华把足球扔掉了。明浩又回到了走廊。简去了卧室。明浩去了卧室。梨花走向卫生间。明浩拿到了足球。简走向走廊。简回到卧室。健把牛奶倒掉了。丽华走到走廊上。明浩又回到了走廊。健放下了苹果。明浩回到卧室。简行去洗手间。美英走到走廊。,卧室前的苹果在哪里？?,qa3,zh,门厅
3224,梨花朝卧室走去。丽华去了办公室。美英向卫生间走去。明浩向卧室走去。简游至花园。明浩向厨房走去。明浩去了办公室。明浩搬到了厨房。美英走到卧室。美英向厨房走去。简回到办公室。简走向卫生间。美英回到花园。明浩接过苹果。美英前往办公室。简行进了卧室。简前往厨房。明浩扔掉了苹果。美英去了花园。梨花去了卧室。明浩抓起苹果。简去了卧室。简回到走廊。明浩去了卧室。健前往办公室。明浩去了厨房。明浩把苹果掉了下来。坚迁至花园。,厨房之前的苹果在哪里？?,qa3,zh,卧室
3225,梨花朝卧室走去。丽华去了办公室。美英向卫生间走去。明浩向卧室走去。简游至花园。明浩向厨房走去。明浩去了办公室。明浩搬到了厨房。美英走到卧室。美英向厨房走去。简回到办公室。简走向卫生间。美英回到花园。明浩接过苹果。美英前往办公室。简行进了卧室。简前往厨房。明浩扔掉了苹果。美英去了花园。梨花去了卧室。明浩抓起苹果。简去了卧室。简回到走廊。明浩去了卧室。健前往办公室。明浩去了厨房。明浩把苹果掉了下来。坚迁至花园。美英去了厨房。美英拿起苹果。美英回到卫生间。美英去了走廊。健前往办公室。美英放下苹果。美英回到厨房。美英去了卫生间。丽华去了厨房。简回到走廊。,走廊前的苹果在哪里？?,qa3,zh,浴室
3226,吉安得到了足球。健把足球扔掉了。美英走到走廊上。简游至花园。明浩又回到了花园。梨花回到卫生间。明浩拿到了牛奶。简回到走廊。美英向卫生间走去。明浩留下了牛奶。明浩拿起牛奶。明浩把牛奶掉了。明浩抓起那里的牛奶。简去了厨房。美英向厨房走去。明浩去了卫生间。明浩搬到了办公室。美英回到卫生间。美英游至花园。简走向卧室。丽华搬到办公室。明浩把牛奶掉了。,办公室前的牛奶在哪里？?,qa3,zh,浴室
3227,美英朝卧室走去。简搬到了厨房。简走到走廊上。美英去了卫生间。简回到厨房。明浩去了走廊。美英拿到了足球。美英游至花园。明浩向花园走去。明浩向厨房走去。明浩回到办公室。明浩去了卧室。简回到卧室。美英去了卧室。美英去了走廊。美英前往办公室。美英回到卧室。美英搬到了办公室。美英向厨房走去。美英游至花园。简回到浴室。明浩搬到了办公室。简抓起苹果。明浩那里有牛奶。明浩留下了牛奶。梨花行至卧室。丽华搬到了厨房。明浩抓起牛奶。明浩留下了牛奶。美英把足球留在那里。,卧室前的足球在哪里？?,qa3,zh,办公室
3228,美英朝卧室走去。简搬到了厨房。简走到走廊上。美英去了卫生间。简回到厨房。明浩去了走廊。美英拿到了足球。美英游至花园。明浩向花园走去。明浩向厨房走去。明浩回到办公室。明浩去了卧室。简回到卧室。美英去了卧室。美英去了走廊。美英前往办公室。美英回到卧室。美英搬到了办公室。美英向厨房走去。美英游至花园。简回到浴室。明浩搬到了办公室。简抓起苹果。明浩那里有牛奶。明浩留下了牛奶。梨花行至卧室。丽华搬到了厨房。明浩抓起牛奶。明浩留下了牛奶。美英把足球留在那里。健前往办公室。梨花回到卧室。简回到浴室。丽华向厨房走去。,走廊前的足球在哪里？?,qa3,zh,卧室
3229,健捡起了足球。明浩走到走廊。吉安离开了足球。美英捡起了足球。明浩向厨房走去。美英放下了足球。美英前往办公室。美英抓起牛奶。美英朝走廊走去。健前往办公室。美英留下了牛奶。美英抓起牛奶。丽华抓住了足球。美英回到卫生间。美英把牛奶掉在那里了。丽华搬到了卫生间。美英拿到了牛奶。美英朝走廊走去。美英把牛奶掉了。美英去了办公室。简行进了卧室。丽华把足球扔掉了。梨花回到走廊。美英搬到了厨房。健接过苹果。明浩又回到了花园。简回到厨房。梨花走向卫生间。简搬到了卧室。健把苹果放在那里。美英游至花园。简回到厨房。,卧室前的苹果在哪里？?,qa3,zh,厨房
3230,明浩搬到了办公室。简搬到了厨房。简抓起苹果。明浩那里有牛奶。明浩把牛奶倒掉了。简去了卧室。健把苹果掉了。明浩拿到了牛奶。简回到厨房。简去了卫生间。明浩放下牛奶。简行进了卧室。美英回到厨房。美英搬到了办公室。健接过苹果。明浩走向卫生间。明浩搬到了厨房。美英回到花园。健把苹果留在那里。健拿起了苹果。简回到浴室。健放下了苹果。梨花搬到了花园里。健拿起了苹果。明浩走到走廊。梨花走到厨房。美英向卫生间走去。简前往厨房。美英搬到了卧室。美英前往办公室。健放下了苹果。简回到办公室。美英回到花园。梨花拿起苹果。梨花走向卫生间。梨花把苹果扔在那里。美英回到走廊。梨花去了花园。明浩去了厨房。简抓起牛奶。美英去了花园。简去了卧室。美英去了卫生间。美英搬到了卧室。健在那里捡起了足球。美英去了办公室。健把牛奶掉在那里了。简拿到了牛奶。简去了办公室。明浩前往办公室。明浩去了花园。美英向卫生间走去。丽华向厨房走去。健把牛奶掉了。健接过牛奶。简把牛奶留在那里。健放下了足球。明浩前往办公室。简抓起牛奶。美英走到卧室。明浩抓住了足球。明浩走到走廊。简把牛奶留在那里。明浩去了卫生间。健接过牛奶。梨花回到花园。明浩拿起了苹果。简走到走廊上。明浩把足球掉了。明浩去了厨房。,浴室之前的足球在哪里？?,qa3,zh,门厅
3231,简得到了苹果。美英搬到了卧室。明浩抓起牛奶。明浩前往办公室。明浩又回到了走廊。健把苹果扔掉了。简得到了苹果。明浩把牛奶留在那里。丽花拿到了牛奶。丽花把牛奶掉在那里了。健放下了苹果。简去了办公室。明浩接过牛奶。明浩去了厨房。明浩搬到了花园里。明浩把牛奶掉了。梨花走向卫生间。简去了卫生间。,花园之前的牛奶在哪里？?,qa3,zh,厨房
3232,明浩接过苹果。简走向卧室。美英捡起了足球。美英把足球扔掉了。丽华回到办公室。美英接过足球。美英把足球扔掉了。美英向厨房走去。美英拿起牛奶。明浩走到走廊。明浩扔掉了苹果。明浩去了办公室。坚迁至花园。丽华向厨房走去。美英把牛奶留在那里。美英抓起牛奶。梨花朝花园走去。明浩去了花园。美英放下牛奶。简行进了卧室。美英走到卧室。梨花走到厨房。简去了卫生间。美英搬到了花园里。简抓住了足球。美英搬到了办公室。简去了卧室。吉安离开了足球。健捡起了足球。梨花抓起那里的牛奶。丽花放下牛奶。健把足球扔掉了。梨花行至卧室。简抓住了足球。健放下了足球。健接过足球。美英朝走廊走去。美英接过苹果。美英把苹果扔掉了。丽华前往办公室。明浩去了卧室。美英拿起苹果。明浩去了卫生间。健把足球扔在那里了。吉安得到了足球。健把足球扔掉了。美英放下苹果。美英去了办公室。梨花走向卫生间。吉安得到了足球。美英向厨房走去。明浩搬到了办公室。美英去那里接​​了牛奶。健把足球扔在那里了。明浩去了卫生间。美英把牛奶留在那里。丽华搬到了卧室。简抓住了足球。梨花去了花园。丽华回到办公室。美英接过牛奶。吉安离开了足球。吉安得到了足球。美英去了花园。梨花朝花园走去。梨花回到走廊。明浩搬到了办公室。美英回到走廊。美英拿起苹果。丽华搬到办公室。明浩又回到了花园。美英回到厨房。丽华走到走廊上。梨花回到卫生间。吉安离开了足球。梨花搬到了花园里。梨花走到厨房。美英把苹果留在那里。美英搬到了卧室。健去了花园。简前往厨房。美英去了卫生间。美英前往办公室。美英向花园走去。坚迁至花园。梨花朝卧室走去。丽华抓住了那里的足球。梨花走到走廊。美英向卫生间走去。简去了卫生间。美英把牛奶倒掉了。明浩走到走廊。,花园之前的牛奶在哪里？?,qa3,zh,办公室
3233,健拿起了那里的苹果。美英接过牛奶。梨花朝走廊走去。健放下了苹果。明浩移步去卫生间。美英放下牛奶。简走向卧室。美英在那里买了牛奶。简走到走廊上。美英放下牛奶。简搬到了厨房。明浩去了办公室。健接过牛奶。健前往办公室。丽华搬到办公室。简得到了苹果。美英回到走廊。美英一路前往办公室。简行进了卧室。美英朝走廊走去。明浩去了走廊。美英回到花园。明浩又回到了花园。美英走到卧室。健把苹果扔掉了。美英搬到了厨房。简抓起苹果。明浩又回到了卫生间。明浩又回到了走廊。梨花回到卧室。健把苹果掉了。梨花往走廊走去。美英去了办公室。美英去了走廊。简走到走廊上。健把牛奶掉了。丽华在那里买了牛奶。丽花把牛奶倒掉了。梨花抓起牛奶。简走向浴室。明浩去了厨房。丽花把牛奶掉在那里了。健去了花园。明浩前往办公室。美英接过牛奶。美英回到卧室。美英向花园走去。美英放下牛奶。,花园之前的牛奶在哪里？?,qa3,zh,卧室
3234,健捡起了足球。美英向厨房走去。梨花接过苹果。健把足球扔在那里了。坚迁至花园。梨花留下了苹果。美英回到卫生间。明浩向花园走去。明浩移步去卫生间。梨花得到了苹果。美英朝走廊走去。梨花掉下了苹果。美英回到花园。美英回到卧室。健接过牛奶。梨花在那里得到了苹果。明浩向厨房走去。丽华回到办公室。梨花把苹果扔在那里。美英前往办公室。健留下了牛奶。美英捡起了那里的足球。健在那里接了牛奶。梨花去了花园。梨花回到走廊。梅英离开了足球。明浩去了卫生间。健把牛奶倒掉了。简搬到了厨房。美英走到厨房。丽华搬到了卫生间。美英走到走廊上。梨花回到卧室。明浩去了卧室。明浩走到走廊。美英前往办公室。明浩又回到了花园。美英朝走廊走去。简走到走廊上。简去了厨房。简走到走廊上。丽华前往办公室。丽华把足球带到了那里。美英走向卫生间。丽华把足球扔掉了。明浩去了走廊。明浩走向卫生间。明浩前往办公室。梨花把苹果带到了那里。梨花向卫生间走去。明浩拿到了足球。明浩把足球掉了。梨花把苹果留在那里。美英搬到了厨房。丽华搬到了卧室。明浩抓住了足球。明浩放下了足球。明浩接过足球。梨花去了花园。丽花把牛奶带到了那里。明浩把足球留在那里。美英搬到了办公室。美英搬到了花园里。简又回到了花园。美英走到走廊。明浩去了厨房。美英一路前往办公室。美英拿到了足球。丽花把牛奶倒掉了。梅英离开了足球。简行去洗手间。简行进了卧室。美英拿到了足球。梨花回到走廊。丽华向厨房走去。简走向浴室。美英把足球留在那里。美英一把抓住了足球。梨花朝走廊走去。美英把足球留在那里。明浩去了卧室。健把苹果带到了那里。简又回到了花园。美英搬到了花园里。美英回到厨房。梨花回到卧室。健前往办公室。健放下了苹果。梨花回到卫生间。健拿起了那里的苹果。美英回到卧室。健接过足球。健把苹果掉了。明浩去了花园。丽华去了厨房。健放下了足球。明浩拿起牛奶。美英搬到了厨房。美英朝卧室走去。梨花朝走廊走去。明浩把牛奶掉了。简得到了苹果。美英一路前往办公室。明浩去了厨房。丽华去了厨房。美英接过足球。健把苹果掉了。美英把足球留在那里。健拿起了苹果。美英去了走廊。简抓住了足球。丽华搬到了卧室。健把苹果掉了。简走向走廊。简回到厨房。丽华去了卫生间。明浩走向卫生间。简走向浴室。明浩去了花园。坚迁至花园。简行去洗手间。吉安离开了足球。健搬到了办公室。丽华接过足球。梨花往走廊走去。梨花朝卧室走去。美英朝卧室走去。美英走到走廊。,卧室前的足球在哪里？?,qa3,zh,门厅
3235,简去了办公室。明浩抓起那里的苹果。丽华把足球带到了那里。丽华把足球扔掉了。丽华捡起了足球。明浩去了花园。丽华把足球放在那里。明浩把苹果掉在那里了。美英去了办公室。丽花拿到了牛奶。美英向厨房走去。丽华捡起了足球。美英去了卧室。简走向走廊。丽花放下牛奶。明浩拿到了苹果。丽华把足球扔掉了。简走向浴室。明浩向走廊走去。丽花拿到了牛奶。丽花留下了牛奶。明浩拿起了足球。梨花抓起牛奶。美英前往办公室。美英游至花园。丽花把牛奶倒掉了。美英一路前往办公室。丽花拿到了牛奶。丽花把牛奶倒掉了。明浩走向卫生间。美英去了走廊。明浩放下了苹果。明浩扔掉了足球。丽花接过牛奶。,浴室前的苹果在哪里？?,qa3,zh,门厅
3236,梨花朝卧室走去。美英抓起苹果。美英放下苹果。美英拿起苹果。简回到厨房。明浩去了卫生间。美英朝走廊走去。美英把苹果扔掉了。明浩向花园走去。简走向卫生间。简在那里买了牛奶。美英走向卫生间。美英去了卧室。明浩走向卫生间。健把牛奶掉了。明浩回到厨房。美英去了厨房。健搬到了办公室。美英向卫生间走去。明浩去了花园。美英拿起牛奶。丽华前往办公室。简又回到了花园。简走向卫生间。简游至花园。简走向卫生间。丽华去了卫生间。明浩向走廊走去。明浩去了厨房。简搬到了厨房。美英走到走廊上。美英接过足球。明浩又回到了卫生间。美英抓起苹果。明浩走到走廊上。明浩移步去卫生间。丽华走到走廊上。明浩去了花园。梨花去了卧室。明浩去了厨房。美英把足球掉了。美英把苹果扔掉了。美英一把抓住了足球。美英去了办公室。梨花游至花园。简回到走廊。简行去洗手间。明浩去了卫生间。美英去了卫生间。健去了花园。简回到办公室。美英把牛奶倒掉了。,上厕所之前牛奶在哪里？?,qa3,zh,办公室
3237,简游至花园。丽华搬到了厨房。明浩又回到了走廊。明浩拿起了那里的苹果。丽华去了办公室。明浩扔掉了苹果。明浩抓起苹果。美英去了卫生间。明浩去了花园。梨花回到厨房。丽华抓住了足球。美英向厨房走去。丽华把足球掉了。明浩搬到了办公室。丽华搬到办公室。美英接过足球。简走向浴室。明浩向走廊走去。美英一路前往办公室。梅英离开了足球。美英拿到了足球。简搬到了卧室。明浩放下了苹果。明浩抓起苹果。明浩把苹果放在那里。梨花行至卧室。美英回到走廊。美英回到花园。美英走到卧室。美英放下了足球。,卧室前的足球在哪里？?,qa3,zh,花园
3238,明浩向卧室走去。美英捡起了足球。美英拿起苹果。明浩前往办公室。美英放下苹果。梅英离开了足球。明浩走向卫生间。美英回到走廊。简回到厨房。丽华去了卫生间。美英走到卧室。丽华前往办公室。健行至花园。丽华向厨房走去。丽花接过牛奶。简回到厨房。明浩去了厨房。美英去了卫生间。丽花把牛奶留在那里。明浩搬到了办公室。简搬到了卧室。简搬到了厨房。简拿起牛奶。健把牛奶倒掉了。梨花抓起牛奶。美英走到厨房。丽华搬到了卫生间。丽花放下牛奶。简走到走廊上。梨花抓起牛奶。明浩去了花园。明浩拿到了苹果。丽华前往办公室。明浩搬到了卧室。丽华去了厨房。梨花朝花园走去。美英回到卫生间。丽花把牛奶放在那里。明浩把苹果掉了下来。明浩抓起苹果。丽华搬到了厨房。丽华去了办公室。,厨房之前的牛奶在哪里？?,qa3,zh,办公室
3239,美英去了卫生间。梨花拿起苹果。简走向厨房。明浩走向卫生间。丽华去了办公室。梨花留下了苹果。简回到办公室。梨花抓起苹果。美英走到厨房。美英搬到了办公室。坚迁至花园。梨花把苹果留在那里。健前往办公室。美英接过苹果。美英走到走廊。美英一把抓住了足球。美英把足球扔掉了。美英放下苹果。美英搬到了卧室。丽华向厨房走去。美英走到厨房。简走向浴室。简走到走廊上。美英走到走廊。简在那里拿到了足球。健拿起了苹果。简又回到了花园。健把苹果扔在那里。健拿起了苹果。简抓起那里的牛奶。健放下了足球。美英搬到了办公室。美英搬到了卧室。明浩回到卧室。简走到走廊上。明浩移步去卫生间。明浩搬到了厨房。明浩前往办公室。明浩去了厨房。梨花回到走廊。美英搬到了厨房。健把牛奶倒掉了。丽华去了厨房。简走向卧室。梨花走到走廊。美英回到办公室。明浩去了花园。丽华去了卫生间。梨花回到卧室。健把苹果扔掉了。丽华走到走廊上。简在那里得到了苹果。明浩接过足球。美英去了卫生间。梨花行至卧室。梨花去了花园。丽华向厨房走去。明浩离开了足球。健把苹果扔在那里。明浩抓住了足球。梨花往走廊走去。明浩把足球掉了。丽华去了厨房。梨花去了花园。明浩走到走廊上。丽华抓住了那里的足球。明浩拿到了牛奶。健搬到了办公室。明浩留下了牛奶。丽华把足球扔掉了。梨花回到走廊。丽花拿起牛奶。梨花回到花园。梨花回到卧室。,卧室前的牛奶在哪里？?,qa3,zh,花园
3240,明浩移步去卫生间。梨花把苹果带到了那里。明浩去了厨房。明浩接过足球。简拿起牛奶。丽华回到办公室。简前往厨房。明浩把足球掉了。明浩向花园走去。明浩去了卫生间。健留下了牛奶。明浩又回到了花园。简拿起牛奶。梨花搬到了花园里。健搬到了办公室。美英去了办公室。美英回到卧室。明浩去了卫生间。丽华搬到了厨房。明浩搬到了办公室。梨花朝卧室走去。简回到走廊。梨花留下了苹果。健把牛奶掉了。梨花朝花园走去。美英得到了苹果。美英留下了苹果。简拿到了牛奶。简回到厨房。健留下了牛奶。简在那里拿到了足球。明浩回到卧室。健接过牛奶。健放下牛奶。简走到走廊上。美英走到走廊上。简行去洗手间。明浩前往办公室。明浩去了走廊。健把足球扔掉了。美英搬到了厨房。丽华前往办公室。,浴室之前的足球在哪里？?,qa3,zh,门厅
3241,梨花走到厨房。梨花回到卧室。明浩去了卫生间。丽华搬到办公室。梨花朝卧室走去。健搬到了办公室。明浩又回到了花园。明浩又回到了走廊。明浩向花园走去。简回到浴室。明浩去了卧室。简拿起牛奶。健留下了牛奶。梨花在那里得到了苹果。美英向花园走去。简回到办公室。美英去了卫生间。梨花留下了苹果。美英搬到了厨房。美英搬到了办公室。明浩向走廊走去。梨花回到厨房。健去了花园。梨花向卫生间走去。健前往办公室。丽花拿起牛奶。梨花回到走廊。美英搬到了厨房。明浩去了办公室。梨花朝卧室走去。梨花接过苹果。丽华向厨房走去。美英搬到了卧室。简去了卧室。丽花留下了牛奶。梨花把苹果扔在那里。美英走到走廊上。简走向卫生间。简回到卧室。明浩又回到了卫生间。简走向走廊。明浩搬到了厨房。明浩接过苹果。明浩拿到了牛奶。美英向卫生间走去。明浩放下牛奶。明浩接了那里的牛奶。明浩留下了牛奶。明浩把苹果扔在那里。简回到浴室。美英捡起了足球。明浩那里有牛奶。美英把足球扔掉了。明浩去了办公室。简抓住了足球。健把足球扔掉了。美英一把抓住了足球。美英一路前往办公室。明浩去了卧室。简去了卧室。明浩把牛奶倒掉了。明浩接过牛奶。美英把足球掉了。梨花接过苹果。美英搬到了厨房。明浩去了办公室。简游至花园。明浩把牛奶掉了。梨花回到卫生间。梨花放下了苹果。明浩又回到了卫生间。明浩抓起苹果。明浩向厨房走去。明浩向卧室走去。,卧室前的苹果在哪里？?,qa3,zh,厨房
3242,简去了卧室。健捡起了足球。健放下了足球。美英去了花园。美英拿起牛奶。美英接过苹果。梨花向卫生间走去。明浩去了卧室。明浩又回到了走廊。美英把牛奶掉在那里了。吉安得到了足球。明浩搬到了卧室。吉安离开了足球。简去了厨房。丽华去了厨房。简回到办公室。美英搬到了厨房。明浩拿到了足球。明浩走向卫生间。美英放下苹果。梨花拿起苹果。简走向卫生间。明浩去了花园。美英朝卧室走去。明浩接过牛奶。梨花掉下了苹果。简回到卧室。梨花回到走廊。简走向卫生间。明浩走到走廊上。明浩离开了足球。简走向走廊。简去了卧室。明浩把牛奶掉了。明浩回到办公室。美英前往办公室。梨花向卫生间走去。美英向厨房走去。美英得到了苹果。美英留下了苹果。梨花走到走廊。美英接过苹果。简前往厨房。明浩搬到了花园里。梨花去了花园。美英向花园走去。美英搬到了办公室。美英留下了苹果。美英搬到了厨房。美英回到花园。,办公室之前的苹果在哪里？?,qa3,zh,花园
3243,明浩去了走廊。美英回到卧室。美英拿到了足球。美英把足球扔在那里。明浩搬到了花园里。丽华去了办公室。美英去了厨房。丽花把牛奶带到了那里。明浩去了厨房。美英向花园走去。梨花接过苹果。明浩又回到了走廊。梨花走向卫生间。美英回到办公室。梨花把苹果扔在那里。梨花接过苹果。简走向卧室。丽华向厨房走去。梨花去了卧室。梨花回到花园。美英走到卧室。简走向厨房。美英接过足球。健去了花园。丽花把牛奶倒在那里。简抓起牛奶。梨花把苹果扔掉了。明浩搬到了办公室。,花园之前的苹果在哪里？?,qa3,zh,卧室
3244,明浩去了走廊。美英回到卧室。美英拿到了足球。美英把足球扔在那里。明浩搬到了花园里。丽华去了办公室。美英去了厨房。丽花把牛奶带到了那里。明浩去了厨房。美英向花园走去。梨花接过苹果。明浩又回到了走廊。梨花走向卫生间。美英回到办公室。梨花把苹果扔在那里。梨花接过苹果。简走向卧室。丽华向厨房走去。梨花去了卧室。梨花回到花园。美英走到卧室。简走向厨房。美英接过足球。健去了花园。丽花把牛奶倒在那里。简抓起牛奶。梨花把苹果扔掉了。明浩搬到了办公室。美英把足球掉了。梨花走向卫生间。,卧室前的苹果在哪里？?,qa3,zh,厨房
3245,简搬到了厨房。明浩拿起了足球。健行至花园。丽华搬到了卧室。梨花回到花园。美英走到走廊。明浩离开了足球。明浩拿着足球去了。美英得到了苹果。简搬到了卧室。美英接过牛奶。简搬到了厨房。简回到办公室。明浩向花园走去。梨花走到走廊。简走到走廊上。明浩把足球掉了。梨花回到厨房。梨花搬到了花园里。美英把牛奶倒在那里。丽华把足球带到了那里。美英放下苹果。健行至花园。美英回到卫生间。简行进了卧室。丽华把足球掉了。明浩拿到了足球。丽华走到走廊上。梨花向卫生间走去。简回到走廊。明浩把足球掉在那里了。美英搬到了厨房。明浩走到走廊。明浩接过牛奶。梨花走到厨房。明浩放下牛奶。明浩回到办公室。明浩去了花园。美英一路前往办公室。简抓起那里的牛奶。明浩前往办公室。健接过苹果。明浩走到走廊上。健行至花园。明浩回到厨房。简走向卫生间。明浩去了花园。明浩走到走廊。简回到厨房。健放下了苹果。,浴室前的苹果在哪里？?,qa3,zh,花园
3246,简搬到了厨房。明浩拿起了足球。健行至花园。丽华搬到了卧室。梨花回到花园。美英走到走廊。明浩离开了足球。明浩拿着足球去了。美英得到了苹果。简搬到了卧室。美英接过牛奶。简搬到了厨房。简回到办公室。明浩向花园走去。梨花走到走廊。简走到走廊上。明浩把足球掉了。梨花回到厨房。梨花搬到了花园里。美英把牛奶倒在那里。丽华把足球带到了那里。美英放下苹果。健行至花园。美英回到卫生间。简行进了卧室。丽华把足球掉了。明浩拿到了足球。丽华走到走廊上。梨花向卫生间走去。简回到走廊。明浩把足球掉在那里了。美英搬到了厨房。明浩走到走廊。明浩接过牛奶。梨花走到厨房。明浩放下牛奶。明浩回到办公室。明浩去了花园。美英一路前往办公室。简抓起那里的牛奶。明浩前往办公室。健接过苹果。明浩走到走廊上。健行至花园。明浩回到厨房。简走向卫生间。明浩去了花园。明浩走到走廊。简回到厨房。健放下了苹果。丽华前往办公室。健搬到了办公室。明浩又回到了花园。健把牛奶倒掉了。健接过牛奶。美英走向卫生间。明浩抓住了那里的足球。明浩把足球扔在那里。健把牛奶倒掉了。丽花接过牛奶。丽花留下了牛奶。丽花接过牛奶。梨花走到走廊。丽花把牛奶掉了。明浩又回到了卫生间。梨花抓起牛奶。简走向卫生间。梨花去了卧室。丽花放下牛奶。美英去了花园。坚迁至花园。明浩去了走廊。丽花把牛奶带到了那里。丽花把牛奶掉了。丽华搬到办公室。美英接过足球。简走到走廊上。美英把足球掉了。美英捡起了那里的足球。明浩又回到了卫生间。美英向卫生间走去。美英放下了足球。美英捡起了足球。梨花往走廊走去。美英把足球掉了。美英去了卧室。美英搬到了花园里。简回到办公室。简走向走廊。简回到浴室。健搬到了办公室。明浩捡起了那里的足球。明浩把足球掉了。简走向浴室。健接过足球。健把足球扔掉了。明浩拿到了足球。明浩前往办公室。美英向厨房走去。明浩向卧室走去。,卧室前的足球在哪里？?,qa3,zh,办公室
