,passage,question,question_type,input_lang,target
1233,Juan recogió la manzana allí. Alejandra tomó la leche. María caminó hacia el pasillo. Juan dejó la manzana. Santiago se dirigió al baño. Alejandra dejó la leche. Juan se dirigió al dormitorio. Alejandra consiguió la leche allí. Juan salió al pasillo. Alejandra dejó la leche. Juan se dirigió a la cocina. Santiago fue a la oficina. Juan tomó la leche. Juan viajó a la oficina. María se mudó a la oficina. Juan consiguió la manzana. Alejandra volvió al pasillo. Alejandra se dirigió a la oficina. Juan viajó al dormitorio. Alejandra caminó hacia el pasillo. Santiago salió al pasillo. Alejandra volvió al jardín. Santiago volvió al jardín. Alejandra viajó al dormitorio. Juan descartó la manzana. Alejandra se dirigió a la cocina. Juan agarró la manzana. Santiago volvió al baño. Santiago volvió al pasillo. María volvió al dormitorio. A Juan se le cayó la manzana. María salió al pasillo. Alejandra fue a la oficina. Alejandra salió al pasillo. Juan viajó hasta el pasillo. A Juan se le cayó la leche. María consiguió la leche allí. María descartó la leche. María agarró la leche. Juan se dirigió al baño. Santiago viajó a la cocina. A María se le cayó la leche allí. Juan fue al jardín. Santiago viajó a la oficina. Alejandra tomó la leche. Alejandra volvió al dormitorio. Alejandra caminó hacia el jardín. Alejandra dejó la leche.,¿Dónde estaba la leche antes del jardín?,qa3,es,dormitorio
1234,Juan recogió el balón. Alejandra se dirigió a la cocina. María tomó la manzana. Juan dejó caer el balón allí. Juan se dirigió al jardín. María dejó la manzana. Alejandra volvió al baño. Santiago caminó hacia el jardín. Santiago se dirigió al baño. María consiguió la manzana. Alejandra caminó hacia el pasillo. María dejó caer la manzana. Alejandra volvió al jardín. Alejandra volvió al dormitorio. Juan tomó la leche. María consiguió la manzana allí. Santiago se dirigió a la cocina. María volvió a la oficina. María descartó allí la manzana. Alejandra viajó a la oficina. Juan dejó la leche. Alejandra recogió el balón allí. Juan recogió la leche allí. María fue al jardín. María volvió al pasillo. Alejandra dejó el fútbol. Santiago viajó al baño. Juan descartó la leche. Juan se dirigió a la cocina. Alejandra viajó a la cocina. María se dirigió al baño. Alejandra se dirigió al pasillo. María volvió al dormitorio. Santiago viajó al dormitorio. Santiago se dirigió al pasillo. Alejandra viajó a la oficina. Santiago volvió al jardín. Alejandra caminó hacia el pasillo. Juan salió al pasillo. Juan fue a la cocina. Juan viajó hasta el pasillo. María se dirigió a la oficina. María llevó el balón allí. Alejandra se dirigió al baño. María descartó el balón. Santiago salió al pasillo. Santiago se dirigió al baño. Santiago se dirigió a la oficina. María llevó allí la manzana. María se dirigió al baño. Santiago consiguió el balón. A Santiago se le cayó el balón. María dejó allí la manzana. Alejandra se dirigió a la cocina. María pasó al dormitorio. Santiago agarró el balón. Santiago dejó el balón. Santiago tomó el balón. María fue al jardín. María llevó la leche allí. Santiago dejó el fútbol ahí. Alejandra se trasladó a la oficina. Alejandra se dirigió al jardín. Juan volvió al jardín. Alejandra se dirigió al pasillo. Santiago fue a la cocina. Alejandra se dirigió a la oficina. Alejandra consiguió el balón. María descartó la leche. Alejandra dejó el fútbol. Juan viajó al baño. Juan viajó al dormitorio. Alejandra consiguió el balón. María volvió al pasillo. María se dirigió a la cocina. Juan se dirigió al baño. Alejandra dejó ahí el fútbol. Alejandra agarró el balón. María caminó hacia el pasillo. Alejandra dejó ahí el fútbol. Santiago fue al dormitorio. Juan llevó la manzana allí. Juan volvió al jardín. Alejandra se dirigió al jardín. Alejandra volvió a la cocina. María volvió al dormitorio. Juan viajó a la oficina. Juan dejó la manzana. María volvió al baño. Juan recogió la manzana allí. Alejandra volvió al dormitorio. Juan tomó el balón. A Juan se le cayó la manzana. Santiago viajó al jardín. María fue a la cocina. Juan dejó el balón. Santiago recogió la leche. Alejandra se dirigió a la cocina. Alejandra se dirigió al dormitorio. María caminó hacia el pasillo. A Santiago se le cayó la leche. Juan consiguió la manzana. Alejandra se dirigió a la oficina. Santiago viajó a la cocina. María fue a la cocina. Alejandra tomó el balón. A Juan se le cayó la manzana. Alejandra dejó ahí el fútbol. Juan recogió la manzana. Alejandra salió al pasillo. Juan agarró el balón. María pasó al dormitorio. A Juan se le cayó la manzana. Juan caminó hacia el pasillo. Juan volvió a la cocina. María fue al baño. Santiago se dirigió al baño. Juan se dirigió al baño. Santiago viajó al jardín. Juan se dirigió al jardín. Juan viajó al baño. Juan dejó el fútbol. Juan se mudó a la oficina. María tomó el balón. María salió al pasillo. María se dirigió al dormitorio. Alejandra se dirigió al dormitorio. Alejandra se dirigió al pasillo.,¿Dónde estaba el balón de fútbol antes del dormitorio?,qa3,es,pasillo
1235,Juan fue a la oficina. Santiago agarró la manzana allí. María llevó el balón allí. María descartó el balón. María recogió el balón. Santiago viajó al jardín. María dejó allí el balón. Santiago dejó caer la manzana allí. Alejandra fue a la oficina. María tomó la leche. Alejandra se dirigió a la cocina. María recogió el balón. Alejandra fue al dormitorio. Juan caminó hacia el pasillo. María dejó la leche. Santiago consiguió la manzana. María descartó el balón. Juan se dirigió al baño. Santiago caminó hacia el pasillo. María tomó la leche. María dejó la leche. Santiago recogió el balón. María agarró la leche. Alejandra viajó a la oficina. Alejandra viajó al jardín. María descartó la leche. Alejandra se dirigió a la oficina. María tomó la leche. María descartó la leche. Santiago se dirigió al baño. Alejandra salió al pasillo. Santiago dejó la manzana. Santiago descartó el fútbol. María tomó la leche.,¿Dónde estaba la manzana antes del baño?,qa3,es,pasillo
1236,María se dirigió al dormitorio. Alejandra agarró la manzana. Alejandra dejó la manzana. Alejandra recogió la manzana. Juan volvió a la cocina. Santiago fue al baño. Alejandra caminó hacia el pasillo. Alejandra descartó la manzana. Santiago caminó hacia el jardín. Juan se dirigió al baño. Juan consiguió la leche allí. Alejandra se dirigió al baño. Alejandra fue al dormitorio. Santiago se dirigió al baño. A Juan se le cayó la leche. Santiago volvió a la cocina. Alejandra fue a la cocina. Juan se mudó a la oficina. Alejandra se dirigió al baño. Santiago fue al jardín. Alejandra recogió la leche. María se dirigió a la oficina. Juan volvió al jardín. Juan se dirigió al baño. Juan viajó al jardín. Juan se dirigió al baño. María fue al baño. Santiago caminó hacia el pasillo. Santiago viajó a la cocina. Juan se dirigió a la cocina. Alejandra se dirigió al pasillo. Alejandra tomó el balón. Santiago volvió al baño. Alejandra agarró la manzana. Santiago se dirigió al pasillo. Santiago se dirigió al baño. María se dirigió al pasillo. Santiago fue al jardín. María fue al dormitorio. Santiago viajó a la cocina. Alejandra dejó caer el balón. Alejandra descartó la manzana. Alejandra agarró el balón. Alejandra fue a la oficina. María viajó al jardín. Juan volvió al pasillo. Juan viajó al baño. Santiago viajó al baño. Alejandra viajó al baño. Juan fue al jardín. Juan volvió a la oficina. Alejandra descartó la leche.,¿Dónde estaba la leche antes del baño?,qa3,es,oficina
1237,Juan viajó al jardín. María se dirigió a la cocina. Santiago volvió al pasillo. Santiago recogió allí la manzana. María fue a la oficina. Santiago descartó la manzana. Santiago agarró la manzana. Alejandra viajó al baño. Santiago viajó al jardín. María volvió a la cocina. María agarró el balón. Alejandra se dirigió a la cocina. María dejó caer el balón. Santiago se trasladó a la oficina. María se mudó a la oficina. Alejandra tomó el balón. Juan se dirigió al baño. Santiago caminó hacia el pasillo. Alejandra se dirigió a la oficina. Alejandra dejó el fútbol. Alejandra consiguió el balón. Juan se dirigió al dormitorio. Santiago dejó la manzana. Santiago agarró la manzana. Santiago dejó allí la manzana. María viajó al dormitorio. Alejandra volvió al pasillo. Alejandra volvió al jardín. Alejandra viajó al dormitorio. Alejandra dejó el balón.,¿Dónde estaba el balón de fútbol antes del dormitorio?,qa3,es,jardín
1238,Santiago se dirigió al dormitorio. Alejandra recogió el balón. Alejandra recogió la manzana. Santiago viajó a la oficina. Alejandra dejó la manzana. Alejandra dejó el fútbol. Santiago se dirigió al baño. Alejandra volvió al pasillo. Juan volvió a la cocina. María fue al baño. Alejandra viajó al dormitorio. María se desplazó a la oficina. Juan caminó hacia el jardín. María se dirigió a la cocina. María tomó la leche. Juan volvió a la cocina. Santiago viajó a la cocina. Alejandra fue al baño. María dejó allí la leche. Santiago se trasladó a la oficina. Juan se dirigió al dormitorio. Juan se dirigió a la cocina. Juan recogió la leche. Juan descartó la leche. María agarró la leche. Alejandra viajó a la cocina. María se dirigió al baño. María dejó la leche. Juan salió al pasillo. María agarró la leche. Santiago viajó al jardín. Santiago consiguió la manzana. María se desplazó a la oficina. Santiago se dirigió al dormitorio. María fue a la cocina. María se dirigió al jardín. Alejandra volvió al baño. María dejó allí la leche. A Santiago se le cayó la manzana. Santiago agarró la manzana. María se dirigió a la cocina. María fue a la oficina.,¿Dónde estaba la leche antes de la cocina?,qa3,es,oficina
1239,Alejandra viajó al baño. María recogió la manzana. Juan se dirigió a la cocina. Santiago se dirigió al baño. María fue a la oficina. María dejó la manzana. Juan volvió a la oficina. María agarró la manzana. Alejandra viajó a la cocina. Alejandra se trasladó a la oficina. Juan se dirigió al jardín. María dejó allí la manzana. Juan viajó a la oficina. Alejandra tomó la manzana. Alejandra se dirigió al pasillo. Alejandra agarró el balón. Alejandra descartó el balón. Alejandra dejó la manzana. Alejandra se dirigió al dormitorio. María se dirigió a la cocina. Alejandra viajó a la cocina. Juan se dirigió al baño. Juan salió al pasillo. Alejandra se dirigió al pasillo. Juan consiguió el balón allí. Juan recogió la manzana. Juan volvió al jardín. Juan dejó caer la manzana allí. Juan recogió la manzana. Juan agarró la leche allí. Juan dejó el balón. Alejandra se trasladó a la oficina. Alejandra se dirigió al dormitorio. Santiago volvió al dormitorio. Juan viajó hasta el pasillo. Santiago se dirigió al baño. Santiago se dirigió a la cocina. Santiago se dirigió a la oficina. Santiago viajó a la cocina. María volvió al pasillo. Alejandra se dirigió a la cocina. Juan descartó la leche. María fue a la cocina. Juan se dirigió al dormitorio. María se dirigió al pasillo. Alejandra regresó a la oficina. Santiago fue al jardín. María fue al baño. María volvió al dormitorio. Juan descartó la manzana. María se dirigió al pasillo. Juan consiguió la manzana allí. Santiago tomó el balón. Alejandra viajó al baño. María viajó al dormitorio. María fue al jardín. María se dirigió a la cocina. Santiago dejó el fútbol. Juan descartó allí la manzana. Santiago agarró el balón. María salió al pasillo. A Santiago se le cayó el balón. María fue a la cocina. María fue al jardín. Santiago se dirigió al pasillo. María agarró el balón allí. Santiago tomó la leche. Juan se mudó a la oficina. Santiago dejó la leche. María descartó el balón. María volvió al pasillo. María recogió la leche. María volvió al jardín. María volvió al dormitorio.,¿Dónde estaba la leche antes del dormitorio?,qa3,es,jardín
1240,Santiago se dirigió al baño. María llevó allí la manzana. Santiago viajó a la cocina. Santiago tomó el balón. Juan recogió la leche. María volvió a la oficina. Juan viajó a la cocina. A Santiago se le cayó el balón. Santiago caminó hacia el jardín. Santiago viajó al baño. Juan dejó la leche. Santiago volvió al jardín. Juan recogió la leche. María se dirigió al jardín. Juan se mudó a la oficina. Alejandra fue a la oficina. Alejandra volvió al dormitorio. Santiago viajó al baño. María se dirigió a la cocina. Santiago se trasladó a la oficina. María se dirigió al dormitorio. Juan volvió al pasillo. María dejó la manzana. A Juan se le cayó la leche. María se dirigió al jardín. Alejandra consiguió la manzana. Alejandra dejó la manzana. Juan tomó la leche. Juan volvió a la cocina. Juan dejó la leche. Juan consiguió el balón allí. Santiago volvió al dormitorio. Juan tomó la leche. Juan dejó la leche. Juan viajó hasta el pasillo. Alejandra se dirigió al pasillo. Juan viajó al baño. Santiago viajó a la oficina. Santiago salió al pasillo. Juan dejó caer el balón. Alejandra se dirigió a la cocina. María se desplazó a la oficina.,¿Dónde estaba la pelota de fútbol antes del baño?,qa3,es,pasillo
1241,María viajó a la cocina. María volvió al dormitorio. Santiago fue al baño. María se mudó a la oficina. María se dirigió al dormitorio. Juan se mudó a la oficina. Santiago volvió al jardín. Santiago volvió al pasillo. Santiago caminó hacia el jardín. Juan volvió al baño. Santiago viajó al dormitorio. Juan recogió la leche. Juan dejó la leche. María consiguió la manzana allí. Alejandra caminó hacia el jardín. Juan volvió a la oficina. Alejandra fue al baño. María dejó la manzana. Alejandra se dirigió a la cocina. Alejandra se trasladó a la oficina. Santiago caminó hacia el pasillo. María volvió a la cocina. Juan fue al jardín. María se dirigió al baño. Juan viajó a la oficina. María recogió la leche. María volvió al pasillo. Alejandra se dirigió a la cocina. Santiago fue a la oficina. María se dirigió al dormitorio. María tomó la manzana. María se dirigió a la cocina. Alejandra se dirigió al dormitorio. Juan fue al dormitorio. María dejó la leche. María descartó allí la manzana. Alejandra se dirigió al pasillo. Juan se dirigió al baño. Juan volvió al dormitorio. Santiago volvió al baño. Juan caminó hacia el pasillo. Santiago se dirigió a la cocina. Santiago tomó la manzana. Santiago tomó la leche. Alejandra se dirigió al baño. Santiago dejó la leche. Santiago recogió la leche allí. Santiago dejó la leche. Santiago descartó allí la manzana. Juan volvió al baño. Alejandra recogió el balón. Santiago consiguió la leche allí. Alejandra descartó el balón. Santiago fue a la oficina. Juan agarró el balón. Juan dejó caer el balón. Alejandra agarró el balón. Alejandra se dirigió a la oficina. Santiago fue al dormitorio. Juan fue al dormitorio. Santiago descartó la leche. Santiago tomó la leche. Alejandra dejó caer el balón. María tomó la manzana. Alejandra se dirigió a la cocina. Santiago fue a la oficina. Juan viajó al jardín. A Santiago se le cayó la leche. María volvió al baño. María dejó la manzana. Santiago volvió al baño. Santiago agarró la manzana. Santiago se dirigió a la cocina. Santiago se dirigió al dormitorio.,¿Dónde estaba la manzana antes del dormitorio?,qa3,es,cocina
1242,Juan fue al dormitorio. Juan recogió el balón. Juan dejó el balón. Alejandra fue al jardín. Alejandra recogió la leche. Alejandra tomó la manzana. María se dirigió al baño. Santiago fue al dormitorio. Santiago volvió al pasillo. A Alejandra se le cayó la leche ahí. Juan consiguió el balón. Santiago se dirigió al dormitorio. Juan dejó el fútbol. Juan fue a la cocina. María fue a la cocina. Juan volvió a la oficina. Alejandra se dirigió a la cocina. Santiago consiguió el balón. Santiago se dirigió al baño. Alejandra dejó la manzana. María recogió la manzana. Juan se dirigió al baño. Santiago viajó al jardín. Alejandra se dirigió al dormitorio. Santiago tomó la leche. María dejó caer la manzana. Juan volvió al dormitorio. María volvió al pasillo. Juan se dirigió al baño. Santiago se dirigió al pasillo. Santiago dejó el fútbol. Juan caminó hacia el pasillo. Juan fue al dormitorio. A Santiago se le cayó la leche. Santiago regresó a la oficina. Alejandra viajó a la oficina. María se dirigió al baño. Alejandra se dirigió a la cocina. Alejandra consiguió la manzana. Alejandra dejó la manzana. María se dirigió al pasillo. Alejandra tomó la manzana. Juan viajó a la cocina. Santiago se dirigió al jardín. María fue al jardín. Alejandra caminó hacia el jardín. Alejandra se trasladó a la oficina. Alejandra dejó la manzana. Alejandra se dirigió a la cocina. Alejandra volvió al jardín.,¿Dónde estaba la manzana antes de la oficina?,qa3,es,jardín
1243,Santiago salió al pasillo. Alejandra volvió al dormitorio. Alejandra consiguió el balón. Alejandra descartó ahí el balón. Santiago se dirigió al jardín. María fue a la oficina. Alejandra fue a la cocina. María llevó la leche allí. Santiago viajó a la cocina. Alejandra caminó hacia el jardín. María tomó la manzana. Santiago volvió al pasillo. María viajó al baño. Alejandra regresó a la oficina. María descartó allí la manzana. María tomó la manzana. Juan se dirigió al dormitorio. María se dirigió a la cocina. María fue al dormitorio. María volvió al jardín. Alejandra viajó al dormitorio. Juan se dirigió a la cocina. Alejandra tomó el balón. Juan fue al jardín. María descartó allí la leche. Juan agarró la leche. María descartó la manzana. Santiago se trasladó a la oficina.,¿Dónde estaba la manzana antes del jardín?,qa3,es,dormitorio
1244,Santiago salió al pasillo. Alejandra volvió al dormitorio. Alejandra consiguió el balón. Alejandra descartó ahí el balón. Santiago se dirigió al jardín. María fue a la oficina. Alejandra fue a la cocina. María llevó la leche allí. Santiago viajó a la cocina. Alejandra caminó hacia el jardín. María tomó la manzana. Santiago volvió al pasillo. María viajó al baño. Alejandra regresó a la oficina. María descartó allí la manzana. María tomó la manzana. Juan se dirigió al dormitorio. María se dirigió a la cocina. María fue al dormitorio. María volvió al jardín. Alejandra viajó al dormitorio. Juan se dirigió a la cocina. Alejandra tomó el balón. Juan fue al jardín. María descartó allí la leche. Juan agarró la leche. María descartó la manzana. Santiago se trasladó a la oficina. Alejandra dejó caer el balón. María viajó al baño.,¿Dónde estaba la manzana antes del dormitorio?,qa3,es,cocina
1245,Juan se dirigió a la cocina. Santiago recogió el balón. Juan caminó hacia el jardín. María pasó al dormitorio. María volvió al jardín. Alejandra se dirigió al pasillo. Santiago dejó el fútbol. Santiago llevó el fútbol allí. Alejandra consiguió la manzana. Juan se dirigió al dormitorio. Alejandra tomó la leche. Juan se dirigió a la cocina. Juan volvió a la oficina. Santiago caminó hacia el jardín. María se dirigió al pasillo. Juan salió al pasillo. A Santiago se le cayó el balón. María volvió a la cocina. María se dirigió al jardín. Alejandra descartó allí la leche. María llevó el balón allí. Alejandra dejó la manzana. Juan caminó hacia el jardín. Alejandra volvió al baño. Juan viajó al dormitorio. María dejó caer el balón. Santiago consiguió el balón. María se dirigió al pasillo. María se dirigió al baño. Juan volvió al pasillo. Santiago dejó caer el balón ahí. Alejandra se dirigió a la cocina. Santiago se dirigió al pasillo. Santiago tomó la leche. María viajó a la cocina. Santiago dejó la leche. Santiago regresó a la oficina. Santiago fue al jardín. Alejandra se dirigió a la oficina. Juan agarró la leche allí. Santiago viajó a la oficina. Juan tomó la manzana. Santiago se dirigió al pasillo. Juan caminó hacia el jardín. Santiago volvió a la cocina. Juan se dirigió al baño. Santiago viajó al jardín. Santiago se dirigió al pasillo. Juan volvió a la cocina. Juan dejó la manzana.,¿Dónde estaba la manzana antes del baño?,qa3,es,jardín
1246,Juan se dirigió a la cocina. Santiago recogió el balón. Juan caminó hacia el jardín. María pasó al dormitorio. María volvió al jardín. Alejandra se dirigió al pasillo. Santiago dejó el fútbol. Santiago llevó el fútbol allí. Alejandra consiguió la manzana. Juan se dirigió al dormitorio. Alejandra tomó la leche. Juan se dirigió a la cocina. Juan volvió a la oficina. Santiago caminó hacia el jardín. María se dirigió al pasillo. Juan salió al pasillo. A Santiago se le cayó el balón. María volvió a la cocina. María se dirigió al jardín. Alejandra descartó allí la leche. María llevó el balón allí. Alejandra dejó la manzana. Juan caminó hacia el jardín. Alejandra volvió al baño. Juan viajó al dormitorio. María dejó caer el balón. Santiago consiguió el balón. María se dirigió al pasillo. María se dirigió al baño. Juan volvió al pasillo. Santiago dejó caer el balón ahí. Alejandra se dirigió a la cocina. Santiago se dirigió al pasillo. Santiago tomó la leche. María viajó a la cocina. Santiago dejó la leche. Santiago regresó a la oficina. Santiago fue al jardín. Alejandra se dirigió a la oficina. Juan agarró la leche allí. Santiago viajó a la oficina. Juan tomó la manzana. Santiago se dirigió al pasillo. Juan caminó hacia el jardín. Santiago volvió a la cocina. Juan se dirigió al baño. Santiago viajó al jardín. Santiago se dirigió al pasillo. Juan volvió a la cocina. Juan dejó la manzana. María se dirigió a la oficina. Juan se mudó a la oficina. Santiago volvió al jardín. Juan descartó la leche. Juan tomó la leche. Alejandra se dirigió al baño. Santiago agarró el balón allí. Santiago descartó ahí el fútbol. Juan descartó la leche. María tomó la leche. María dejó la leche. María tomó la leche. María se dirigió al pasillo. A María se le cayó la leche. Santiago volvió al baño. María agarró la leche. Juan se dirigió al baño. María fue al dormitorio. María dejó la leche. Alejandra fue al jardín. Juan se dirigió al jardín. Santiago salió al pasillo. María llevó la leche allí. A María se le cayó la leche. María se mudó a la oficina. Alejandra tomó el balón. Juan viajó hasta el pasillo. Alejandra dejó caer el balón. Alejandra recogió el balón allí. Santiago volvió al baño. Alejandra se dirigió al baño. Alejandra dejó el balón. Alejandra recogió el balón. María salió al pasillo. Alejandra dejó caer el balón. Alejandra fue al dormitorio. Alejandra se dirigió al jardín. Juan volvió a la oficina. Juan se dirigió al pasillo. Juan volvió al baño. Juan se mudó a la oficina. Santiago aprendió a jugar al fútbol allí. A Santiago se le cayó el balón. Juan se dirigió al baño. Juan tomó el balón. Juan dejó caer el balón. Santiago consiguió el balón. Santiago viajó a la oficina. Alejandra se dirigió a la cocina. Santiago se dirigió al dormitorio.,¿Dónde estaba el balón de fútbol antes del dormitorio?,qa3,es,oficina
1247,Alejandra se dirigió al dormitorio. Santiago tomó el balón. María se dirigió al jardín. María viajó al dormitorio. Santiago agarró la manzana allí. Juan se dirigió al pasillo. Santiago se trasladó a la oficina. Juan tomó la leche. María se dirigió a la cocina. Santiago se dirigió al jardín. Santiago se dirigió a la cocina. Juan dejó la leche. Alejandra caminó hacia el jardín. Santiago descartó la manzana. Santiago consiguió la manzana. Juan tomó la leche. Juan se dirigió al baño. Santiago dejó el fútbol ahí.,¿Dónde estaba el fútbol antes del jardín?,qa3,es,oficina
1248,Juan salió al pasillo. María tomó la manzana. Juan tomó el balón. María dejó caer la manzana. Alejandra fue a la cocina. María volvió a la cocina. Juan dejó el fútbol ahí. Juan tomó el balón. Alejandra viajó al jardín. Juan dejó el balón. Juan consiguió el balón. María caminó hacia el pasillo. Alejandra fue a la oficina. Santiago viajó a la cocina. Juan dejó caer el balón. Juan consiguió el balón. Juan descartó el balón. María fue al dormitorio. Santiago se dirigió al baño. María volvió al baño. Juan recogió el balón. Juan descartó el balón. Juan consiguió el balón. Juan fue al dormitorio. Juan dejó el balón allí. Santiago se dirigió a la cocina. Alejandra volvió al baño. Santiago fue al dormitorio. Alejandra se dirigió al jardín. Juan volvió al pasillo. Juan viajó a la oficina. Alejandra consiguió la manzana. Santiago salió al pasillo. María caminó hacia el pasillo. Alejandra tomó la leche. Alejandra se dirigió a la cocina. Santiago regresó a la oficina. Alejandra dejó la manzana. Santiago se dirigió al dormitorio. Juan fue al jardín. Juan viajó al baño. Santiago consiguió el balón. Santiago viajó a la oficina. Santiago descartó el fútbol. Alejandra tomó la manzana. Alejandra descartó la manzana. Santiago caminó hacia el jardín. Juan volvió a la cocina. Juan volvió a la oficina. Juan fue al baño. Alejandra descartó la leche. Alejandra se dirigió al dormitorio. Alejandra caminó hacia el jardín. María fue al jardín. Alejandra viajó al baño. Santiago viajó al baño. Alejandra se trasladó a la oficina. Alejandra se dirigió al pasillo. Alejandra se dirigió al baño. Santiago se dirigió a la oficina. Alejandra viajó a la oficina. Alejandra caminó hacia el jardín. Juan se dirigió al dormitorio. Alejandra caminó hacia el pasillo. Santiago salió al pasillo. Santiago volvió al dormitorio. María viajó al baño. María fue al jardín. María fue a la cocina. María tomó la leche. Juan viajó al baño. María consiguió la manzana. María se dirigió a la oficina. Alejandra se dirigió al baño. Juan volvió a la cocina. María dejó la leche. María se dirigió al jardín. María salió al pasillo. María se dirigió a la cocina. Alejandra se dirigió al pasillo. María pasó al dormitorio. Santiago fue a la cocina. María dejó la manzana. Santiago se dirigió al baño. María recogió la manzana. María se dirigió al jardín. Juan viajó hasta el pasillo. María se dirigió al pasillo. María viajó al dormitorio. Alejandra se dirigió al dormitorio. María descartó la manzana. Alejandra agarró la manzana. Alejandra volvió al baño. Juan se dirigió a la oficina. Juan recogió la leche. Alejandra volvió a la cocina. Juan se dirigió a la cocina. María se dirigió a la oficina. Santiago caminó hacia el jardín. Santiago volvió a la cocina. María salió al pasillo. Alejandra volvió al baño. Alejandra dejó caer la manzana allí. Juan se dirigió a la oficina. Juan tomó el balón. María se dirigió al baño.,¿Dónde estaba la manzana antes de la cocina?,qa3,es,baño
1249,Juan tomó la leche. María consiguió el balón. María tomó la manzana. María dejó el balón. María dejó la manzana. Alejandra se dirigió al dormitorio. Juan se dirigió al baño. María consiguió el balón. María se dirigió al baño. Juan fue a la oficina. María volvió a la oficina. María consiguió la manzana.,¿Dónde estaba el fútbol antes de la oficina?,qa3,es,baño
1250,Juan tomó la leche. María consiguió el balón. María tomó la manzana. María dejó el balón. María dejó la manzana. Alejandra se dirigió al dormitorio. Juan se dirigió al baño. María consiguió el balón. María se dirigió al baño. Juan fue a la oficina. María volvió a la oficina. María consiguió la manzana. María viajó al baño. Alejandra caminó hacia el jardín. María dejó la manzana. Juan fue a la cocina. Juan dejó la leche. Santiago tomó la leche. María recogió la manzana. Juan caminó hacia el pasillo. Santiago fue al jardín. Juan viajó al jardín. Juan volvió a la cocina. Santiago volvió al baño. Santiago dejó la leche. Santiago recogió la leche. Alejandra fue a la cocina. Juan volvió a la oficina. A Santiago se le cayó la leche. Alejandra viajó a la oficina. Juan se dirigió al dormitorio. Juan viajó al jardín. María tomó la leche. Alejandra se dirigió al dormitorio. Santiago salió al pasillo. Alejandra se dirigió al baño. Alejandra se dirigió a la oficina. Juan se dirigió al baño. María descartó la manzana. María recogió la manzana. María dejó la leche. Alejandra volvió al dormitorio. María tomó la leche. María dejó allí el balón. Juan consiguió el balón. María dejó la leche. Juan dejó el fútbol ahí. María dejó caer la manzana. María agarró la leche. Alejandra se dirigió al baño. María consiguió el balón. María pasó al dormitorio. Santiago se dirigió a la cocina. Alejandra tomó la manzana. Alejandra dejó caer la manzana. Juan recogió la manzana. Alejandra viajó a la cocina. Juan se mudó a la oficina. A Juan se le cayó la manzana. Juan tomó la manzana. A Juan se le cayó la manzana. María dejó allí la leche. María se dirigió a la cocina. Juan recogió la manzana allí. Juan dejó la manzana. Alejandra se dirigió al dormitorio. Santiago regresó a la oficina. María dejó el balón.,¿Dónde estaba el balón de fútbol antes de la cocina?,qa3,es,dormitorio
1251,Juan tomó la leche. María consiguió el balón. María tomó la manzana. María dejó el balón. María dejó la manzana. Alejandra se dirigió al dormitorio. Juan se dirigió al baño. María consiguió el balón. María se dirigió al baño. Juan fue a la oficina. María volvió a la oficina. María consiguió la manzana. María viajó al baño. Alejandra caminó hacia el jardín. María dejó la manzana. Juan fue a la cocina. Juan dejó la leche. Santiago tomó la leche. María recogió la manzana. Juan caminó hacia el pasillo. Santiago fue al jardín. Juan viajó al jardín. Juan volvió a la cocina. Santiago volvió al baño. Santiago dejó la leche. Santiago recogió la leche. Alejandra fue a la cocina. Juan volvió a la oficina. A Santiago se le cayó la leche. Alejandra viajó a la oficina. Juan se dirigió al dormitorio. Juan viajó al jardín. María tomó la leche. Alejandra se dirigió al dormitorio. Santiago salió al pasillo. Alejandra se dirigió al baño. Alejandra se dirigió a la oficina. Juan se dirigió al baño. María descartó la manzana. María recogió la manzana. María dejó la leche. Alejandra volvió al dormitorio. María tomó la leche. María dejó allí el balón. Juan consiguió el balón. María dejó la leche. Juan dejó el fútbol ahí. María dejó caer la manzana. María agarró la leche. Alejandra se dirigió al baño. María consiguió el balón. María pasó al dormitorio. Santiago se dirigió a la cocina. Alejandra tomó la manzana. Alejandra dejó caer la manzana. Juan recogió la manzana. Alejandra viajó a la cocina. Juan se mudó a la oficina. A Juan se le cayó la manzana. Juan tomó la manzana. A Juan se le cayó la manzana. María dejó allí la leche. María se dirigió a la cocina. Juan recogió la manzana allí. Juan dejó la manzana. Alejandra se dirigió al dormitorio. Santiago regresó a la oficina. María dejó el balón. María volvió al dormitorio. Juan consiguió la manzana. Santiago caminó hacia el pasillo. Juan volvió al baño.,¿Dónde estaba el balón de fútbol antes de la cocina?,qa3,es,dormitorio
1252,María se dirigió al jardín. María recogió la manzana. Alejandra se dirigió a la cocina. Santiago se dirigió al pasillo. Santiago se trasladó a la oficina. María pasó al dormitorio. Juan caminó hacia el jardín. Alejandra recogió la leche. María dejó la manzana. A Alejandra se le cayó la leche. María volvió a la cocina. María volvió al baño. Juan volvió a la cocina. Santiago se dirigió a la cocina. Juan viajó hasta el pasillo. Alejandra viajó al baño. Juan fue al dormitorio. María se dirigió a la cocina. Santiago agarró la leche. Santiago viajó al jardín. Santiago se dirigió al dormitorio. Juan volvió al baño. Juan viajó hasta el pasillo. María se dirigió al jardín. Juan fue al jardín. A Santiago se le cayó la leche. Alejandra fue a la oficina. María se dirigió a la cocina.,¿Dónde estaba la leche antes del dormitorio?,qa3,es,jardín
